,Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Document Type,Publication Stage,Open Access,Source,EID
200,Edouard Batot,57188304600;,Generating examples for knowledge abstraction in MDE: A multi-objective framework,2015.0,CEUR Workshop Proceedings,1503,,,1,6,,3.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961299323&partnerID=40&md5=e872b7c207b1b8f89dabf27adb786f40,"Model-Driven Engineering (MDE) aims at raising the level of abstraction in software development and therefore relies on task automation. To foster automation, MDE promotes the use of specific domain languages (DSLs), essential to express ideas at the domain level. Furthermore, to ease communication between computer science and other fields, modelers employ model examples (i.e., selected metamodel instances) to illustrate and refine their conceptual ideas. But, if the use of model examples has shown its efficiency, it is still an ad hoc process which requires automation. In this paper, we briefly depict the thorough example-to-knowledge learning process. Then, we present a framework that produces, from a metamodel, a representative model example set with regards to a given coverage definition. To find the best trade-off between coverage and a necessary minimality objectives, we use a non-dominated genetic algorithm (NSGA-II). We illustrated our method by generating a near-optimal set of models for the peculiar constraint learning task. We evaluated its efficiency comparing the resulting generated set with the best one issued from a raw random generation. Our encouraging preliminary results let us envision a deep study of the relation between various types of coverage and their impact on our ability to abstract knowledge from examples.",,Conference Paper,Final,,Scopus,2-s2.0-84961299323
201,"Manon Froger, Frederick Bénaben, Sébastien Truptil, Nicolas Boissel-Dallier",57200232368;57210770373;36631073200;36630013700;,Generating personalized and certifiable workflow designs: A prototype,2019.0,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),11515 LNCS,,,32,47,,0.0,10.1007/978-3-030-23554-3_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068206758&doi=10.1007%2f978-3-030-23554-3_3&partnerID=40&md5=9e28a56aa9fac9af04a5ec49ac86442f,"As the first level of a BPM strategy, being able to design event-oriented models of processes is a must-have competence for every modern business. Unfortunately, industrial procedures have reached a certain complexity making the designing task complex enough to discourage businesses facing the blank page. Moreover, the 21st century witnesses the emergence of myriads of norms and external regulations that businesses want to abide by. Although domain experts have a limited process modelling and norm interpretation knowledge, they know how to describe their activities and their sequencing. With progresses made in the artificial intelligence, particularly in the natural language processing domain, it becomes possible to automatize the task of creating a process in compliance with norms. This paper presents a business-oriented prototype assisting users in getting certifiable specific business processes. We detail the metamodel used to separately model norms and business’ existing procedures and then, the algorithm envisaged to deduce a corresponding cartography of processes. © Springer Nature Switzerland AG 2019.",Business alignment; Cartography generation; Design compliance; Workflow design,Conference Paper,Final,,Scopus,2-s2.0-85068206758
202,"Samira Tasharofi, Sepand Ansari, Marjan Sirjani",15124282400;15130921600;57210775295;,Generating test cases for constraint automata by genetic symbiosis algorithm,2006.0,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),4260 LNCS,,,478,493,,1.0,10.1007/11901433_26,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845272134&doi=10.1007%2f11901433_26&partnerID=40&md5=008f48a7bca9025431cf837cc79c8fce,"Constraint automata are a semantic model for Reo modeling language. Testing correctness of mapping black-box components in Reo to constraint automata is an important problem in analyzing the semantic model of Reo. This testing requires a suite of test cases that cover the automaton states and transitions and also examine different paths. In this paper, Genetic Algorithm (GA) is employed to generate such suite of test cases. This test data generation is improved by Genetic Symbiosis Algorithm (GSA). The results show that GSA approach brings us a suite of test cases with full coverage of automata states and transitions and also diversity of examined paths. © Springer-Verlag Berlin Heidelberg 2006.",Automatic test data generation; Constraint automata; Finite-state machine testing; Genetic algorithms; Symbiotic evolutionary algorithms,Article,Final,,Scopus,2-s2.0-33845272134
203,"Shaukat Ali, Muhammad Zohaib Iqbal, Andrea Arcuri, Lionel C. Briand",56962801700;55868350000;23097099900;7006613079;,Generating test data from OCL constraints with search techniques,2013.0,IEEE Transactions on Software Engineering,39,10,6491405,1376,1402,,92.0,10.1109/TSE.2013.17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884878316&doi=10.1109%2fTSE.2013.17&partnerID=40&md5=862b478ea95b7803c591f2e3b5092ccf,"Model-based testing (MBT) aims at automated, scalable, and systematic testing solutions for complex industrial software systems. To increase chances of adoption in industrial contexts, software systems can be modeled using well-established standards such as the Unified Modeling Language (UML) and the Object Constraint Language (OCL). Given that test data generation is one of the major challenges to automate MBT, we focus on test data generation from OCL constraints in this paper. This endeavor is all the more challenging given the numerous OCL constructs and operations that are designed to facilitate the definition of constraints. Though search-based software testing has been applied to test data generation for white-box testing (e.g., branch coverage), its application to the MBT of industrial software systems has been limited. In this paper, we propose a set of search heuristics targeted to OCL constraints to guide test data generation and automate MBT in industrial applications. We evaluate these heuristics for three search algorithms: Genetic Algorithm, (1+1) Evolutionary Algorithm, and Alternating Variable Method. We empirically evaluate our heuristics using complex artificial problems, followed by empirical analyses of the feasibility of our approach on one industrial system in the context of robustness testing. Our approach is also compared with the most widely referenced OCL solver (UMLtoCSP) in the literature and shows to be significantly more efficient. © 2013 IEEE.",empirical evaluation; model-based testing; OCL; search-based software engineering; search-based testing; test data generation,Article,Final,,Scopus,2-s2.0-84884878316
204,"Mahesh Shirole, Amit Suthar, Rajeev Kumar",36500348900;57062591000;57211284399;,Generation of improved test cases from UML state diagram using genetic algorithm,2011.0,"Proceedings of the 4th India Software Engineering Conference 2011, ISEC'11",,,,125,134,,31.0,10.1145/1953355.1953374,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953894409&doi=10.1145%2f1953355.1953374&partnerID=40&md5=18ea5895a0a4f77a59bfd0cdf511977e,An UML statechart diagram is used to model the dynamic aspects of object oriented software systems. A Finite State Machine (FSM) and an Extended Finite State Machine (EFSM) are commonly used for Model Based-Testing (MBT). A test case generation from FSM is easy due to unconditional transition from state to state by traversal. A test case generation from EFSM needs to satisfy the guard condition before transition from state to state. Testing from EFSM is difficult due to unfeasible paths and test data. This paper proposes a search-based approach to find feasible transition sequences and test data generation. The Unified Modeling Language specifications are translated into extended flow graphs. An Extended flow graph from EFSM specifies the control and data flow in a statechart diagram. To guide the feasible transition path a genetic algorithm (GA) framework is proposed. It is shown that the test cases so generated yield an improved test set.,Extended Finite State Machine; Feasible transition path; Genetic algorithm; Model based testing; Statechart diagram,Conference Paper,Final,,Scopus,2-s2.0-79953894409
205,Maryam Nooraei Abadeh,56996078600;,Genetic-based web regression testing: an ontology-based multi-objective evolutionary framework to auto-regression testing of web applications,2021.0,Service Oriented Computing and Applications,15,1,,55,74,,1.0,10.1007/s11761-020-00312-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098962673&doi=10.1007%2fs11761-020-00312-y&partnerID=40&md5=daddef3bf5a26314982bc2bbb7194bac,"Regression testing is one of the most critical activities in the software maintenance process and its importance is twofold for evolutionary applications, e.g., modern flexible web-based applications. By increasing the complexity of application due to the rapid change, automatic evolutionary testing approaches are essential to find solutions providing different trade-offs between testing objectives by applying evolutionary computation. This paper proposes a model-based regression test case generation framework, as an optimization solution, by impressively taking the advantages of the genetic algorithms (GAs), called genetic-based web regression testing (GbWRT). The aim of the paper is twofold. Firstly, a meta-ontology has been designed based on an in-deep assessment to capture testing challenges caused by the inherent dynamic properties of web applications. Secondly, the multi-objective fitness functions of GbWRT are defined built on top of the meta-ontology in terms of the most important meta-model features. GbWRT minimizes exploration and exploitation in regression testing using an incremental change adaption technique implemented in the proposed GA. This approach allows a new incremental regression testing strategy to solve fault detection effectiveness and the coverability problems which are extendable to different domain-specific modeling environments. GbWRT is evaluated using the proposed fitness functions on two experimental case studies. Also, the results of comparison with three non-evolutionary and evolutionary regression testing methods indicate that the GbWRT is competitive with the state of the art regarding solution quality to perform in web-based non-stationary environments. © 2021, The Author(s), under exclusive licence to Springer-Verlag London Ltd. part of Springer Nature.",Automatic regression testing; Coverage criteria; Genetic algorithm; Ontology; Web-based application,Article,Final,,Scopus,2-s2.0-85098962673
206,"Chafia Kara-Mohamed, Aboubekeur Hamdi-Cherif, Hanan Al'Alwi, Khawlah Al-Khalifa, Nawal Al-Harbi",56412972500;22135051200;57193880088;57193875729;57224707121;,Grammatical Inference System for Finite State Automata - GIFSA,2017.0,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",,,7881532,1274,1279,,0.0,10.1109/CSCI.2016.0239,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017304122&doi=10.1109%2fCSCI.2016.0239&partnerID=40&md5=a882ab3dc82f30b85a4dda6279d4292b,"As a first step toward the development of a general grammatical inference (GI) software environment, GIFSA represents an integrated system for inferring finite state automata (FSA). Using the unified modeling language (UML), GIFSA offers a continuously upgradable software system initially implementing two AI-based algorithms, namely the tabu search method and the minimum description length (MDL) principle. For portability reasons, Java™ programming language is used for development, enhanced by a friendly graphical user interface (GUI). © 2016 IEEE.",Finite State Automata (FSA); Grammatical Inference (GI); UML Design,Conference Paper,Final,,Scopus,2-s2.0-85017304122
207," Mulholland,  Watt",8956271200;55605779907;,Hank: A friendly cognitive modelling language for psychology students,1998.0,"Proceedings - 1998 IEEE Symposium on Visual Languages, VL 1998",1998-September,,,1,7,,2.0,10.1109/VL.1998.706165,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899736368&doi=10.1109%2fVL.1998.706165&partnerID=40&md5=6fc58fc8f010fedfb966ec9ba181e958,"Cognitive modelling involves building computational models of psychological theories in order to learn more about them, and is a major research area allied to psychology and artificial intelligence. The main problem is that few psychology students have previous programming experience. The course lecturer can avoid the problem by presenting the area only in general terms. This leaves the programming side, which is central to the methodology, a closed book. Alternatively, students can be introduced to one of the existing cognitive modelling languages, though this can easily be overwhelming, hindering rather than helping their understanding. Our solution was to design and build a programming language for the intended population. The result is Hank, a visual cognitive modelling language for the non-programmer. The design of Hank drew on research areas including end-user programming and software visualization to find an appropriate design. A number of empirical studies are planned. © 1998 IEEE.",,Conference Paper,Final,,Scopus,2-s2.0-84899736368
208,"Vineet Nagrath, Olivier Morel, Aamir Saeed Malik, M Naufal B.M. Saad, Fabrice Meriaudeau",55253714500;57220441680;12800348400;56567441400;7004591575;,HTM5-Trade Model for relationship based trade modelling in multi agent systems,2013.0,"Proceedings of 2013 Science and Information Conference, SAI 2013",,,6661737,188,196,,2.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892551058&partnerID=40&md5=f1c8494b5328890f4494dc7cc6098234,"Cloud computing and multi agent systems are two different but correlated flavors of distributed computing. Cloud computing is a business oriented model with efficient infrastructural usage as the prime focus while the multi agent system research is oriented towards the development of intelligent applications on distributed infrastructure. The commonality between the two appears when agents in a multi-agent system trade services with other agents. In recent years, model driven engineering is changing the way software is developed for complex distributed systems. Multi-view models are collection of models for a system under study, where every model is called a 'view' of the system and captures a different aspect of the design. Relationships are important aspects of multi-agent system design as agents are evolved from the concept of objects in object oriented modelling. The current work proposes a model for relationship based modelling of service oriented trade in a multi agent system. The proposed model may also be used to model intelligent cloud computing services based on multi-agent systems. The model is one of the 5 'views' of a 5-View Hyperactive Transaction Meta-Model HTM5 and thus called HTM5-Trade Model. © 2013 The Science and Information Organization.",Cloud Computing; Model Driven Architecture; Multi Agent Systems; Multi View Modelling; Software Engineering,Conference Paper,Final,,Scopus,2-s2.0-84892551058
209,"Amy H.L. Lim, Chien-Sing Lee, Murali Raman",24171760100;57205431488;56238888000;,Hybrid genetic algorithm and association rules for mining workflow best practices,2012.0,Expert Systems with Applications,39,12,,10544,10551,,23.0,10.1016/j.eswa.2012.02.183,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862789350&doi=10.1016%2fj.eswa.2012.02.183&partnerID=40&md5=8a9c112ffec2ad6cc96c5f8a4038d4ce,"Business workflow analysis has become crucial in strategizing how to create competitive edge. Consequently, deriving a series of positively correlated association rules from workflows is essential to identify strong relationships among key business activities. These rules can subsequently, serve as best practices. We have addressed this problem by hybridizing genetic algorithm with association rules. First, we used correlation to replace support-confidence in genetic algorithm to enable dynamic data-driven determination of support and confidence, i.e.; use correlation to optimize the derivation of positively correlated association rules. Second, we used correlation as fitness function to support upward closure in association rules (hitherto, association rules support only downward closure). The ability to support upward closure allows derivation of the most specific association rules (business model) from less specific association rules (business meta-model) and generic association rules (reference meta-model). Downward closure allows the opposite. Upward-downward closures allow the manager to drill-down and analyze based on the degree of dependency among business activities. Subsequently, association rules can be used to describe best practices at the model, meta-model and reference meta-model levels with the most general positively dependent association rules as reference meta-model. Experiments are based on an online hotel reservation system. © 2012 Elsevier Ltd. All rights reserved.",Business intelligence; Development-methodology-business models; DSS development-functionality; E-commerce; Genetic algorithm; Performance measurement,Article,Final,,Scopus,2-s2.0-84862789350
210,"Alejandro Rago, Claudia Marcos, J. Andres Diaz-Pace",55672655600;15124839500;14017872900;,Identifying duplicate functionality in textual use cases by aligning semantic actions,2016.0,Software and Systems Modeling,15,2,,579,603,,14.0,10.1007/s10270-014-0431-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027940424&doi=10.1007%2fs10270-014-0431-3&partnerID=40&md5=7f9542868212503db04994a97e9ccb9c,"Developing high-quality requirements specifications often demands a thoughtful analysis and an adequate level of expertise from analysts. Although requirements modeling techniques provide mechanisms for abstraction and clarity, fostering the reuse of shared functionality (e.g., via UML relationships for use cases), they are seldom employed in practice. A particular quality problem of textual requirements, such as use cases, is that of having duplicate pieces of functionality scattered across the specifications. Duplicate functionality can sometimes improve readability for end users, but hinders development-related tasks such as effort estimation, feature prioritization, and maintenance, among others. Unfortunately, inspecting textual requirements by hand in order to deal with redundant functionality can be an arduous, time-consuming, and error-prone activity for analysts. In this context, we introduce a novel approach called ReqAligner that aids analysts to spot signs of duplication in use cases in an automated fashion. To do so, ReqAligner combines several text processing techniques, such as a use case-aware classifier and a customized algorithm for sequence alignment. Essentially, the classifier converts the use cases into an abstract representation that consists of sequences of semantic actions, and then these sequences are compared pairwise in order to identify action matches, which become possible duplications. We have applied our technique to five real-world specifications, achieving promising results and identifying many sources of duplication in the use cases. © 2014, Springer-Verlag Berlin Heidelberg.",Machine learning; Natural language processing; Requirements engineering; Sequence alignment; Use case modeling; Use case refactoring,Article,Final,,Scopus,2-s2.0-85027940424
211,Jussi Rintanen,6603654085;,Impact of modeling languages on the theory and practice in Planning research,2015.0,Proceedings of the National Conference on Artificial Intelligence,6,,,4052,4056,,7.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961223828&partnerID=40&md5=ea784d15a3c8ee80f3aaac3c07791ad3,"We propose revisions to the research agenda in Automated Planning. The proposal is based on a review of the role of the Planning Domain Definition Language (PDDL) in the activities of the AI planning community and the impact of PDDL on parts of its research agenda. We specifically show how specific properties of PDDL have impacted research on planning, by putting emphasis on certain research topics and complicating others. We argue that the development of more advanced modeling languages would be - analogously to the impact PDDL has had - a low overhead and smooth route for the ICAPS community shift its research focus to increasingly promising and relevant research topics. © Copyright 2015, Association for the Advancement of Artificial Intellegence. All rights reserved.",,Conference Paper,Final,,Scopus,2-s2.0-84961223828
212,"Sandeep Purao, Veda C. Storey, Taedong Han",6603892218;7003462863;7202802321;,Improving Analysis Pattern Reuse in Conceptual Design: Augmenting Automated Processes with Supervised Learning,2003.0,Information Systems Research,14,3,,269,290+315,,57.0,10.1287/isre.14.3.269.16559,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141749140&doi=10.1287%2fisre.14.3.269.16559&partnerID=40&md5=b8e3542f4752c20318263220ff5cb519,"Conceptual design is an important, but difficult, phase of systems development. Analysis patterns can greatly benefit this phase because they capture abstractions of situations that occur frequently in conceptual modeling. Naïve approaches to automate conceptual design with reuse of analysis patterns have had limited success because they do not emulate the learning that occurs over time. This research develops learning mechanisms for improving analysis pattern reuse in conceptual design. The learning mechanisms employ supervised learning techniques to support the generic reuse tasks of retrieval, adaptation, and integration, and emulate expert behaviors of analogy making and designing by assembly. They are added to a naïve approach and the augmented methodology implemented as an intelligent assistant to a designer for generating an initial conceptual design that a developer may refine. To assess the potential of the methodology to benefit practice, empirical testing is carried out on multiple domains and tasks of different sizes. The results suggest that the methodology has the potential to benefit practice.",Analysis Patterns; APSARA; Conceptual Design; Design Automation; Learning Mechanisms; Object-Oriented Systems; Reuse; Software Development,Article,Final,,Scopus,2-s2.0-0141749140
213,Maxime Savary-Leblanc,57212107782;,Improving MBSE tools UX with AI-Empowered software assistants,2019.0,"Proceedings - 2019 ACM/IEEE 22nd International Conference on Model Driven Engineering Languages and Systems Companion, MODELS-C 2019",,,8904780,648,652,,4.0,10.1109/MODELS-C.2019.00099,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075929720&doi=10.1109%2fMODELS-C.2019.00099&partnerID=40&md5=bfe75f06468c98626277bd05a2c9a2ab,"Model Based Software Engineering (MBSE) consists in applying Model-Based Engineering principles - mostly abstraction and automation - to software engineering practices. As concluded by several empirical studies during the past 10 years, applying MBSE methodology is no more a question and we shall now wonder how to do it rather than if we should. One of the major criticisms of MBSE remains about the available tooling to apply its methodology. Multiple surveys show that the usability of tools and the lack of skills from the user are two key barriers that still slow down the spread of the MBSE approach. In the meantime, these surveys also highlight the difficulties software engineers often encounter during the modeling activity itself, regardless of the tool. Indeed, complex operations such as problem-to-model mapping, consistency checking or error identification are still often manually performed by humans. The recent advances in AIs introduced new software-based systems able to interact with their users to help them in their daily life. The purpose of this PhD is to investigate how such AIs (which we will call software assistants) could help software engineers to face the complexity of software modeling. Interactions between software assistants and users of MBSE tools will be the bulk of this work. We plan to implement software assistants and provide them an access to a high-quality knowledge repository on models that we will build to study these interactions. Based on these studies, we hope to contribute laying the foundations of interactions with software assistants. The end result will feature a knowledge repository and a Software Assistant acting together to help users modeling by catering for new ideas, recommendations and help. This work will also provide frameworks to create knowledge repositories and IDE-embedded software assistants. © 2019 IEEE.",Artificial Intelligence; Digital Assistants; Model-Driven Engineering; Modeling tools,Conference Paper,Final,,Scopus,2-s2.0-85075929720
214,"Richard Gil, Ana María Borges, Leonardo Contreras, Maria J. Martín-Bautista",24724136500;24723553100;24723595600;6601983953;,Improving ontologies through ontology learning: A university case,2009.0,"2009 WRI World Congress on Computer Science and Information Engineering, CSIE 2009",4,,5171058,558,563,,4.0,10.1109/CSIE.2009.957,https://www.scopus.com/inward/record.uri?eid=2-s2.0-71049156240&doi=10.1109%2fCSIE.2009.957&partnerID=40&md5=0e4a0520b52233522c03386326701ff9,"Ontology Learning (OL) arises as an area to support semantic engineering because it enables to recover and to extract knowledge from the Web documents to improve the development of domain ontologies. One of the most fruitful fields of OL is Artificial Intelligence (AI), since it sustains new methods, techniques and tools, particularly related with Web- and Text-mining. In this work, we are dealing with a meta-model incrementally developed, proposing an OL experiment with open source tools. To reach that, firstly, ontology about a University institution previously developed is increasable synthesized. Secondly, a particular Methodology and strategy for OL is used to illustrate how could be included these Text-mining and OL tools into a kind of (Semi-) Intelligent-Agent, and how the overall ontological development process could be improved. Particularly, the OL ""agent"" test tool is applied to Update/Extend the University ontology by a Semi-Supervised Machine Learning approach. © 2008 IEEE.",,Conference Paper,Final,,Scopus,2-s2.0-71049156240
215,"Shaukat Ali, Muhammad Zohaib Iqbal, Maham Khalid, Andrea Arcuri",56962801700;57222997737;56702002600;23097099900;,Improving the performance of OCL constraint solving with novel heuristics for logical operations: a search-based approach,2016.0,Empirical Software Engineering,21,6,,2459,2502,,12.0,10.1007/s10664-015-9392-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933573820&doi=10.1007%2fs10664-015-9392-6&partnerID=40&md5=5535a95ce82cb7f4e534dc9f06ed15e9,"A common practice to specify constraints on the Unified Modeling Language (UML) models is using the Object Constraint Language (OCL). Such constraints serve various purposes, ranging from simply providing precise meaning to the models to supporting complex verification and validation activities. In many applications, these constraints have to be solved to obtain values satisfying the constraints, for example, in the case of model-based testing (MBT) to generate test data for the purpose of generating executable test cases. In our previous work, we proposed novel heuristics for various OCL constructs to efficiently solve them using search algorithms. These heuristics are enhanced in this paper to further improve the performance of OCL constraint solving. We performed an empirical evaluation comprising of three case studies using three search algorithms: Alternating Variable Method (AVM), (1 + 1) Evolutionary Algorithm (EA), and a Genetic Algorithm (GA) and in addition Random Search (RS) was used as a comparison baseline. In the first case study, we evaluated each heuristics using carefully designed artificial problems. In the second case study, we evaluated the heuristics on various constraints of Cisco’s Video Conferencing Systems defined to support MBT. Finally, the third case study is about EU-Rent Car Rental specification and is obtained from the literature. The results of the empirical evaluation showed that (1 + 1) EA and AVM with the improved heuristics significantly outperform the rest of the algorithms. © 2015, Springer Science+Business Media New York.",Empirical evaluation; OCL; Search-based testing; Test data; UML,Article,Final,,Scopus,2-s2.0-84933573820
216,"Tomás Miranda, Moharram Challenger, Baris Tekin Tezel, Omer Faruk Alaca, Ankica Barišić, Vasco Amaral, Miguel Goulão, Geylani Kardas",57210188586;55910368200;57170503100;57193651607;54958534000;7006676214;6508082023;8876828200;,Improving the Usability of a MAS DSML,2019.0,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),11375 LNAI,,,55,75,,6.0,10.1007/978-3-030-25693-7_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069814183&doi=10.1007%2f978-3-030-25693-7_4&partnerID=40&md5=40223065b692df16fe83818d0ef52ceb,"Context: A significant effort has been devoted to the design and implementation of various domain-specific modeling languages (DSMLs) for the software agents domain. Problem: Language usability is often tackled in an ad-hoc way, with the collection of anecdotal evidence supporting the process. However, usability plays an important role in the productivity, learnability and, ultimately, in the adoption of a MAS DSML by agent developers. Method: In this chapter, we discuss how the principles of The “Physics” of Notations (PoN) can be applied to improve the visual notation of a MAS DSML, called SEA_ML and evaluate the result in terms of usability. Results: The evolved version of the language, SEA_ML++, was perceived as significantly improved in terms of icons comprehensibility, adequacy and usability, as a direct result of employing the principles of PoN. However, users were not significantly more efficient and effective with SEA_ML++, suggesting these 2 properties were not chiefly constrained by the identified shortcomings of the SEA_ML concrete syntax. © 2019, Springer Nature Switzerland AG.",Domain specific modeling language; Multi-agent systems; Physics of Notations; SEA_ML; Usability,Conference Paper,Final,"All Open Access, Green",Scopus,2-s2.0-85069814183
217,"Xianwen Fang, Changjun Jiang, Xiaoqin Fan",22634361300;7403665248;7403393807;,Independent global constraints for web service composition based on GA and APN,2009.0,"2009 World Summit on Genetic and Evolutionary Computation, 2009 GEC Summit - Proceedings of the 1st ACM/SIGEVO Summit on Genetic and Evolutionary Computation, GEC'09",,,,119,126,,3.0,10.1145/1543834.1543852,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650661197&doi=10.1145%2f1543834.1543852&partnerID=40&md5=9eac66942cffae7c87b78e8c1443a265,"The Service composition has been a popular research presently. Service Composition by manual cannot meet the expectations in reality, but the wholly intellectualized automatic service composition is a very complicated process. So, many applications and research about service composition are oriented to semiautomatic service composition, for obtaining optimal performance by some compositing policies. A global constraint is independent if the values that should be assigned to all the remaining restricted attributes can not be uniquely determined once a value is assigned to one. Based on the Web service ontology, the paper presents an independent global constrains-aware Web service composition approach based on semantic. Associate Petri net (APN) modeling methods which can describe multi-attribute multi-constraint relations and associate relationships between component services are proposed. Then, using the properties and reasoning rules of APN, a constraintaware service composition optimization algorithm is presented in order to locate legal firing sequences in APN model, and those corresponding to the legal firing sequences with the biggest trust value are the optimal solutions. Lots of experiments show that this semantic-based method has both lower time consuming and higher success ratio of service composition. Copyright 2009 ACM.",Associate petri net (APN); Composite; Genetic algorithm (GA); Optimization; Web service,Conference Paper,Final,,Scopus,2-s2.0-67650661197
218,"Sebastian Jahnen, Stefan Pickl",57208177190;6603830489;,Information Exchange Diagrams for Information Systems and Artificial Intelligence in the Context of Decision Support Systems,2019.0,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),11472 LNCS,,,393,401,,0.0,10.1007/978-3-030-14984-0_28,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064036578&doi=10.1007%2f978-3-030-14984-0_28&partnerID=40&md5=fd1d5c488bdc50343d84da265d4e7b43,"Nowadays we face the Information Age and nothing evolves more rapid than the evolution of Information Sciences (IS). Related to building networks between different Communities of Interests (COI) with the help of Information Systems, the major challenge is sharing information and giving information at the right place, in the right time, to the right COI. Basis for successful implementations in information systems and further basis for decision support in artificial intelligence (AI) systems are information exchange diagrams. The present paper deals with an automatic extraction from information exchanges in operational process models. For this purpose, a modelling method was specific designed and used. Based on graph theory approaches the modelling method gives the possibility with a specially developed software to extract the information exchanges automatically and produce needed diagrams. Our approach is a new concept in the field of information systems and AI in the context of decision support systems. We present theoretical foundations and first experimental designs. © 2019, Springer Nature Switzerland AG.",AI; Information exchange; Information system,Conference Paper,Final,,Scopus,2-s2.0-85064036578
219,"Emad Heydari Beni, Bert Lagaisse, Wouter Joosen",,,,,,,,,,,,,,,,,,,,
220,"Edouard Batot, Houari Sahraoui",57188304600;57196894039;,Injecting social diversity in multi-objective genetic programming: The case of model well-formedness rule learning,2018.0,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),11036 LNCS,,,166,181,,1.0,10.1007/978-3-319-99241-9_8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053134490&doi=10.1007%2f978-3-319-99241-9_8&partnerID=40&md5=d9676c4f22068ea0ae2953803df5fdcf,"Software modelling activities typically involve a tedious and time-consuming effort by specially trained personnel. This lack of automation hampers the adoption of the Model Driven Engineering (MDE) paradigm. Nevertheless, in the recent years, much research work has been dedicated to learn MDE artifacts instead of writing them manually. In this context, mono- and multi-objective Genetic Programming (GP) has proven being an efficient and reliable method to derive automation knowledge by using, as training data, a set of examples representing the expected behavior of an artifact. Generally, the conformance to the training example set is the main objective to lead the search for a solution. Yet, single fitness peak, or local optima deadlock, one of the major drawbacks of GP, remains when adapted to MDE and hinders the results of the learning. We aim at showing in this paper that an improvement in populations’ social diversity carried out during the evolutionary computation will lead to more efficient search, faster convergence, and more generalizable results. We ascertain improvements are due to our changes on the search strategy with an empirical evaluation featuring the case of learning well-formedness rules in MDE with a multi-objective genetic algorithm. The obtained results are striking, and show that semantic diversity allows a rapid convergence toward the near-optimal solutions. Moreover, when the semantic diversity is used as for crowding distance, this convergence is uniform through a hundred of runs. © Springer Nature Switzerland AG 2018.",,Conference Paper,Final,,Scopus,2-s2.0-85053134490
